Organization Name,Email,Emailed?,Instagram,DM?,Facebook,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
